GENE	symbol	PATHWAY	NAME
7167	TPI1	hsa01230	Biosynthesis of amino acids
80201	HKDC1	hsa00010	Glycolysis / Gluconeogenesis
80201	HKDC1	hsa00051	Fructose and mannose metabolism
80201	HKDC1	hsa00052	Galactose metabolism
80201	HKDC1	hsa00500	Starch and sucrose metabolism
80201	HKDC1	hsa00520	Amino sugar and nucleotide sugar metabolism
80201	HKDC1	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis
80201	HKDC1	hsa01100	Metabolic pathways
80201	HKDC1	hsa01200	Carbon metabolism
80201	HKDC1	hsa04066	HIF-1 signaling pathway
80201	HKDC1	hsa04910	Insulin signaling pathway
80201	HKDC1	hsa04930	Type II diabetes mellitus
80201	HKDC1	hsa04973	Carbohydrate digestion and absorption
80201	HKDC1	hsa05230	Central carbon metabolism in cancer
83440	ADPGK	hsa00010	Glycolysis / Gluconeogenesis
83440	ADPGK	hsa01100	Metabolic pathways
83440	ADPGK	hsa01200	Carbon metabolism
84532	ACSS1	hsa00010	Glycolysis / Gluconeogenesis
84532	ACSS1	hsa00620	Pyruvate metabolism
84532	ACSS1	hsa00630	Glyoxylate and dicarboxylate metabolism
84532	ACSS1	hsa00640	Propanoate metabolism
84532	ACSS1	hsa01100	Metabolic pathways
84532	ACSS1	hsa01200	Carbon metabolism
8789	FBP2	hsa00010	Glycolysis / Gluconeogenesis
8789	FBP2	hsa00030	Pentose phosphate pathway
8789	FBP2	hsa00051	Fructose and mannose metabolism
8789	FBP2	hsa01100	Metabolic pathways
8789	FBP2	hsa01200	Carbon metabolism
8789	FBP2	hsa04152	AMPK signaling pathway
8789	FBP2	hsa04910	Insulin signaling pathway
8789	FBP2	hsa04922	Glucagon signaling pathway
92483	LDHAL6B	hsa00010	Glycolysis / Gluconeogenesis
92483	LDHAL6B	hsa00270	Cysteine and methionine metabolism
92483	LDHAL6B	hsa00620	Pyruvate metabolism
92483	LDHAL6B	hsa00640	Propanoate metabolism
92483	LDHAL6B	hsa01100	Metabolic pathways
92483	LDHAL6B	hsa04066	HIF-1 signaling pathway
92483	LDHAL6B	hsa04922	Glucagon signaling pathway
92483	LDHAL6B	hsa05230	Central carbon metabolism in cancer
92579	G6PC3	hsa00010	Glycolysis / Gluconeogenesis
92579	G6PC3	hsa00052	Galactose metabolism
92579	G6PC3	hsa00500	Starch and sucrose metabolism
92579	G6PC3	hsa01100	Metabolic pathways
92579	G6PC3	hsa04068	FoxO signaling pathway
92579	G6PC3	hsa04151	PI3K-Akt signaling pathway
92579	G6PC3	hsa04152	AMPK signaling pathway
92579	G6PC3	hsa04910	Insulin signaling pathway
92579	G6PC3	hsa04920	Adipocytokine signaling pathway
92579	G6PC3	hsa04922	Glucagon signaling pathway
92579	G6PC3	hsa04931	Insulin resistance
92579	G6PC3	hsa04973	Carbohydrate digestion and absorption
9562	MINPP1	hsa00010	Glycolysis / Gluconeogenesis
9562	MINPP1	hsa00562	Inositol phosphate metabolism
9562	MINPP1	hsa01100	Metabolic pathways
1431	CS	hsa00020	Citrate cycle (TCA cycle)
1431	CS	hsa00630	Glyoxylate and dicarboxylate metabolism
1431	CS	hsa01100	Metabolic pathways
1431	CS	hsa01200	Carbon metabolism
1431	CS	hsa01210	2-Oxocarboxylic acid metabolism
1431	CS	hsa01230	Biosynthesis of amino acids
1743	DLST	hsa00020	Citrate cycle (TCA cycle)
1743	DLST	hsa00310	Lysine degradation
1743	DLST	hsa00380	Tryptophan metabolism
1743	DLST	hsa01100	Metabolic pathways
1743	DLST	hsa01200	Carbon metabolism
2271	FH	hsa00020	Citrate cycle (TCA cycle)
2271	FH	hsa00620	Pyruvate metabolism
2271	FH	hsa01100	Metabolic pathways
2271	FH	hsa01200	Carbon metabolism
2271	FH	hsa04934	Cushing syndrome
2271	FH	hsa05200	Pathways in cancer
2271	FH	hsa05211	Renal cell carcinoma
3417	IDH1	hsa00020	Citrate cycle (TCA cycle)
3417	IDH1	hsa00480	Glutathione metabolism
3417	IDH1	hsa01100	Metabolic pathways
3417	IDH1	hsa01200	Carbon metabolism
3417	IDH1	hsa01210	2-Oxocarboxylic acid metabolism
3417	IDH1	hsa01230	Biosynthesis of amino acids
3417	IDH1	hsa04146	Peroxisome
3417	IDH1	hsa05230	Central carbon metabolism in cancer
3418	IDH2	hsa00020	Citrate cycle (TCA cycle)
3418	IDH2	hsa00480	Glutathione metabolism
3418	IDH2	hsa01100	Metabolic pathways
3418	IDH2	hsa01200	Carbon metabolism
3418	IDH2	hsa01210	2-Oxocarboxylic acid metabolism
3418	IDH2	hsa01230	Biosynthesis of amino acids
3418	IDH2	hsa04146	Peroxisome
3419	IDH3A	hsa00020	Citrate cycle (TCA cycle)
3419	IDH3A	hsa01100	Metabolic pathways
3419	IDH3A	hsa01200	Carbon metabolism
3419	IDH3A	hsa01210	2-Oxocarboxylic acid metabolism
3419	IDH3A	hsa01230	Biosynthesis of amino acids
3420	IDH3B	hsa00020	Citrate cycle (TCA cycle)
3420	IDH3B	hsa01100	Metabolic pathways
3420	IDH3B	hsa01200	Carbon metabolism
3420	IDH3B	hsa01210	2-Oxocarboxylic acid metabolism
3420	IDH3B	hsa01230	Biosynthesis of amino acids
3421	IDH3G	hsa00020	Citrate cycle (TCA cycle)
3421	IDH3G	hsa01100	Metabolic pathways
3421	IDH3G	hsa01200	Carbon metabolism
3421	IDH3G	hsa01210	2-Oxocarboxylic acid metabolism
3421	IDH3G	hsa01230	Biosynthesis of amino acids
4190	MDH1	hsa00020	Citrate cycle (TCA cycle)
4190	MDH1	hsa00270	Cysteine and methionine metabolism
4190	MDH1	hsa00620	Pyruvate metabolism
4190	MDH1	hsa00630	Glyoxylate and dicarboxylate metabolism
4190	MDH1	hsa01100	Metabolic pathways
4190	MDH1	hsa01200	Carbon metabolism
4190	MDH1	hsa04964	Proximal tubule bicarbonate reclamation
4191	MDH2	hsa00020	Citrate cycle (TCA cycle)
4191	MDH2	hsa00270	Cysteine and methionine metabolism
4191	MDH2	hsa00620	Pyruvate metabolism
4191	MDH2	hsa00630	Glyoxylate and dicarboxylate metabolism
4191	MDH2	hsa01100	Metabolic pathways
4191	MDH2	hsa01200	Carbon metabolism
47	ACLY	hsa00020	Citrate cycle (TCA cycle)
47	ACLY	hsa01100	Metabolic pathways
48	ACO1	hsa00020	Citrate cycle (TCA cycle)
48	ACO1	hsa00630	Glyoxylate and dicarboxylate metabolism
48	ACO1	hsa01100	Metabolic pathways
48	ACO1	hsa01200	Carbon metabolism
48	ACO1	hsa01210	2-Oxocarboxylic acid metabolism
48	ACO1	hsa01230	Biosynthesis of amino acids
4967	OGDH	hsa00020	Citrate cycle (TCA cycle)
4967	OGDH	hsa01100	Metabolic pathways
4967	OGDH	hsa01200	Carbon metabolism
50	ACO2	hsa00020	Citrate cycle (TCA cycle)
50	ACO2	hsa00630	Glyoxylate and dicarboxylate metabolism
50	ACO2	hsa01100	Metabolic pathways
50	ACO2	hsa01200	Carbon metabolism
50	ACO2	hsa01210	2-Oxocarboxylic acid metabolism
50	ACO2	hsa01230	Biosynthesis of amino acids
5091	PC	hsa00020	Citrate cycle (TCA cycle)
5091	PC	hsa00620	Pyruvate metabolism
5091	PC	hsa01100	Metabolic pathways
5091	PC	hsa01200	Carbon metabolism
5091	PC	hsa01230	Biosynthesis of amino acids
55753	OGDHL	hsa00020	Citrate cycle (TCA cycle)
55753	OGDHL	hsa01100	Metabolic pathways
55753	OGDHL	hsa01200	Carbon metabolism
6389	SDHA	hsa00020	Citrate cycle (TCA cycle)
6389	SDHA	hsa00190	Oxidative phosphorylation
6389	SDHA	hsa01100	Metabolic pathways
6389	SDHA	hsa01200	Carbon metabolism
6389	SDHA	hsa04714	Thermogenesis
6389	SDHA	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
6389	SDHA	hsa05010	Alzheimer disease
6389	SDHA	hsa05012	Parkinson disease
6389	SDHA	hsa05016	Huntington disease
6390	SDHB	hsa00020	Citrate cycle (TCA cycle)
6390	SDHB	hsa00190	Oxidative phosphorylation
6390	SDHB	hsa01100	Metabolic pathways
6390	SDHB	hsa01200	Carbon metabolism
6390	SDHB	hsa04714	Thermogenesis
6390	SDHB	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
6390	SDHB	hsa05010	Alzheimer disease
6390	SDHB	hsa05012	Parkinson disease
6390	SDHB	hsa05016	Huntington disease
6391	SDHC	hsa00020	Citrate cycle (TCA cycle)
6391	SDHC	hsa00190	Oxidative phosphorylation
6391	SDHC	hsa01100	Metabolic pathways
6391	SDHC	hsa01200	Carbon metabolism
6391	SDHC	hsa04714	Thermogenesis
6391	SDHC	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
6391	SDHC	hsa05010	Alzheimer disease
6391	SDHC	hsa05012	Parkinson disease
6391	SDHC	hsa05016	Huntington disease
6392	SDHD	hsa00020	Citrate cycle (TCA cycle)
6392	SDHD	hsa00190	Oxidative phosphorylation
6392	SDHD	hsa01100	Metabolic pathways
6392	SDHD	hsa01200	Carbon metabolism
6392	SDHD	hsa04714	Thermogenesis
6392	SDHD	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
6392	SDHD	hsa05010	Alzheimer disease
6392	SDHD	hsa05012	Parkinson disease
6392	SDHD	hsa05016	Huntington disease
8801	SUCLG2	hsa00020	Citrate cycle (TCA cycle)
8801	SUCLG2	hsa00640	Propanoate metabolism
8801	SUCLG2	hsa01100	Metabolic pathways
8801	SUCLG2	hsa01200	Carbon metabolism
8802	SUCLG1	hsa00020	Citrate cycle (TCA cycle)
8802	SUCLG1	hsa00640	Propanoate metabolism
8802	SUCLG1	hsa01100	Metabolic pathways
8802	SUCLG1	hsa01200	Carbon metabolism
8803	SUCLA2	hsa00020	Citrate cycle (TCA cycle)
8803	SUCLA2	hsa00640	Propanoate metabolism
8803	SUCLA2	hsa01100	Metabolic pathways
8803	SUCLA2	hsa01200	Carbon metabolism
132158	GLYCTK	hsa00030	Pentose phosphate pathway
132158	GLYCTK	hsa00260	Glycine, serine and threonine metabolism
132158	GLYCTK	hsa00561	Glycerolipid metabolism
132158	GLYCTK	hsa00630	Glyoxylate and dicarboxylate metabolism
132158	GLYCTK	hsa01100	Metabolic pathways
132158	GLYCTK	hsa01200	Carbon metabolism
221823	PRPS1L1	hsa00030	Pentose phosphate pathway
221823	PRPS1L1	hsa00230	Purine metabolism
221823	PRPS1L1	hsa01100	Metabolic pathways
221823	PRPS1L1	hsa01200	Carbon metabolism
221823	PRPS1L1	hsa01230	Biosynthesis of amino acids
22934	RPIA	hsa00030	Pentose phosphate pathway
22934	RPIA	hsa01100	Metabolic pathways
22934	RPIA	hsa01200	Carbon metabolism
22934	RPIA	hsa01230	Biosynthesis of amino acids
2539	G6PD	hsa00030	Pentose phosphate pathway
2539	G6PD	hsa00480	Glutathione metabolism
2539	G6PD	hsa01100	Metabolic pathways
2539	G6PD	hsa01200	Carbon metabolism
2539	G6PD	hsa05230	Central carbon metabolism in cancer
25796	PGLS	hsa00030	Pentose phosphate pathway
25796	PGLS	hsa01100	Metabolic pathways
25796	PGLS	hsa01200	Carbon metabolism
414328	IDNK	hsa00030	Pentose phosphate pathway
414328	IDNK	hsa01100	Metabolic pathways
414328	IDNK	hsa01200	Carbon metabolism
51071	DERA	hsa00030	Pentose phosphate pathway
51071	DERA	hsa01100	Metabolic pathways
5226	PGD	hsa00030	Pentose phosphate pathway
5226	PGD	hsa00480	Glutathione metabolism
5226	PGD	hsa01100	Metabolic pathways
5226	PGD	hsa01200	Carbon metabolism
5631	PRPS1	hsa00030	Pentose phosphate pathway
5631	PRPS1	hsa00230	Purine metabolism
5631	PRPS1	hsa01100	Metabolic pathways
5631	PRPS1	hsa01200	Carbon metabolism
5631	PRPS1	hsa01230	Biosynthesis of amino acids
5634	PRPS2	hsa00030	Pentose phosphate pathway
5634	PRPS2	hsa00230	Purine metabolism
5634	PRPS2	hsa01100	Metabolic pathways
5634	PRPS2	hsa01200	Carbon metabolism
5634	PRPS2	hsa01230	Biosynthesis of amino acids
6120	RPE	hsa00030	Pentose phosphate pathway
6120	RPE	hsa00040	Pentose and glucuronate interconversions
6120	RPE	hsa01100	Metabolic pathways
6120	RPE	hsa01200	Carbon metabolism
6120	RPE	hsa01230	Biosynthesis of amino acids
64080	RBKS	hsa00030	Pentose phosphate pathway
64080	RBKS	hsa01100	Metabolic pathways
6888	TALDO1	hsa00030	Pentose phosphate pathway
6888	TALDO1	hsa01100	Metabolic pathways
6888	TALDO1	hsa01200	Carbon metabolism
6888	TALDO1	hsa01230	Biosynthesis of amino acids
7086	TKT	hsa00030	Pentose phosphate pathway
7086	TKT	hsa01100	Metabolic pathways
7086	TKT	hsa01200	Carbon metabolism
7086	TKT	hsa01230	Biosynthesis of amino acids
729020	RPEL1	hsa00030	Pentose phosphate pathway
729020	RPEL1	hsa00040	Pentose and glucuronate interconversions
729020	RPEL1	hsa01100	Metabolic pathways
729020	RPEL1	hsa01200	Carbon metabolism
729020	RPEL1	hsa01230	Biosynthesis of amino acids
8277	TKTL1	hsa00030	Pentose phosphate pathway
8277	TKTL1	hsa01100	Metabolic pathways
8277	TKTL1	hsa01200	Carbon metabolism
8277	TKTL1	hsa01230	Biosynthesis of amino acids
84076	TKTL2	hsa00030	Pentose phosphate pathway
84076	TKTL2	hsa01100	Metabolic pathways
84076	TKTL2	hsa01200	Carbon metabolism
84076	TKTL2	hsa01230	Biosynthesis of amino acids
9104	RGN	hsa00030	Pentose phosphate pathway
9104	RGN	hsa00053	Ascorbate and aldarate metabolism
9104	RGN	hsa01100	Metabolic pathways
9104	RGN	hsa01200	Carbon metabolism
9563	H6PD	hsa00030	Pentose phosphate pathway
9563	H6PD	hsa01100	Metabolic pathways
9563	H6PD	hsa01200	Carbon metabolism
10720	UGT2B11	hsa00040	Pentose and glucuronate interconversions
10720	UGT2B11	hsa00053	Ascorbate and aldarate metabolism
10720	UGT2B11	hsa00140	Steroid hormone biosynthesis
10720	UGT2B11	hsa00830	Retinol metabolism
10720	UGT2B11	hsa00860	Porphyrin and chlorophyll metabolism
10720	UGT2B11	hsa00980	Metabolism of xenobiotics by cytochrome P450
10720	UGT2B11	hsa00982	Drug metabolism - cytochrome P450
10720	UGT2B11	hsa00983	Drug metabolism - other enzymes
10720	UGT2B11	hsa01100	Metabolic pathways
10720	UGT2B11	hsa05204	Chemical carcinogenesis
10941	UGT2A1	hsa00040	Pentose and glucuronate interconversions
10941	UGT2A1	hsa00053	Ascorbate and aldarate metabolism
10941	UGT2A1	hsa00140	Steroid hormone biosynthesis
10941	UGT2A1	hsa00830	Retinol metabolism
10941	UGT2A1	hsa00860	Porphyrin and chlorophyll metabolism
10941	UGT2A1	hsa00980	Metabolism of xenobiotics by cytochrome P450
10941	UGT2A1	hsa00982	Drug metabolism - cytochrome P450
10941	UGT2A1	hsa00983	Drug metabolism - other enzymes
10941	UGT2A1	hsa01100	Metabolic pathways
10941	UGT2A1	hsa05204	Chemical carcinogenesis
231	AKR1B1	hsa00040	Pentose and glucuronate interconversions
231	AKR1B1	hsa00051	Fructose and mannose metabolism
231	AKR1B1	hsa00052	Galactose metabolism
231	AKR1B1	hsa00561	Glycerolipid metabolism
231	AKR1B1	hsa00790	Folate biosynthesis
231	AKR1B1	hsa01100	Metabolic pathways
27294	DHDH	hsa00040	Pentose and glucuronate interconversions
27294	DHDH	hsa00980	Metabolism of xenobiotics by cytochrome P450
27294	DHDH	hsa01100	Metabolic pathways
2990	GUSB	hsa00040	Pentose and glucuronate interconversions
2990	GUSB	hsa00531	Glycosaminoglycan degradation
2990	GUSB	hsa00860	Porphyrin and chlorophyll metabolism
2990	GUSB	hsa00983	Drug metabolism - other enzymes
2990	GUSB	hsa01100	Metabolic pathways
2990	GUSB	hsa04142	Lysosome
51084	CRYL1	hsa00040	Pentose and glucuronate interconversions
51084	CRYL1	hsa01100	Metabolic pathways
51181	DCXR	hsa00040	Pentose and glucuronate interconversions
51181	DCXR	hsa01100	Metabolic pathways
54490	UGT2B28	hsa00040	Pentose and glucuronate interconversions
54490	UGT2B28	hsa00053	Ascorbate and aldarate metabolism
54490	UGT2B28	hsa00140	Steroid hormone biosynthesis
54490	UGT2B28	hsa00830	Retinol metabolism
54490	UGT2B28	hsa00860	Porphyrin and chlorophyll metabolism
54490	UGT2B28	hsa00980	Metabolism of xenobiotics by cytochrome P450
54490	UGT2B28	hsa00982	Drug metabolism - cytochrome P450
54490	UGT2B28	hsa00983	Drug metabolism - other enzymes
54490	UGT2B28	hsa01100	Metabolic pathways
54490	UGT2B28	hsa05204	Chemical carcinogenesis
54575	UGT1A10	hsa00040	Pentose and glucuronate interconversions
54575	UGT1A10	hsa00053	Ascorbate and aldarate metabolism
54575	UGT1A10	hsa00140	Steroid hormone biosynthesis
54575	UGT1A10	hsa00830	Retinol metabolism
54575	UGT1A10	hsa00860	Porphyrin and chlorophyll metabolism
54575	UGT1A10	hsa00980	Metabolism of xenobiotics by cytochrome P450
54575	UGT1A10	hsa00982	Drug metabolism - cytochrome P450
54575	UGT1A10	hsa00983	Drug metabolism - other enzymes
54575	UGT1A10	hsa01100	Metabolic pathways
54575	UGT1A10	hsa05204	Chemical carcinogenesis
54576	UGT1A8	hsa00040	Pentose and glucuronate interconversions
54576	UGT1A8	hsa00053	Ascorbate and aldarate metabolism
54576	UGT1A8	hsa00140	Steroid hormone biosynthesis
54576	UGT1A8	hsa00830	Retinol metabolism
54576	UGT1A8	hsa00860	Porphyrin and chlorophyll metabolism
54576	UGT1A8	hsa00980	Metabolism of xenobiotics by cytochrome P450
54576	UGT1A8	hsa00982	Drug metabolism - cytochrome P450
54576	UGT1A8	hsa00983	Drug metabolism - other enzymes
54576	UGT1A8	hsa01100	Metabolic pathways
54576	UGT1A8	hsa05204	Chemical carcinogenesis
54577	UGT1A7	hsa00040	Pentose and glucuronate interconversions
54577	UGT1A7	hsa00053	Ascorbate and aldarate metabolism
54577	UGT1A7	hsa00140	Steroid hormone biosynthesis
54577	UGT1A7	hsa00830	Retinol metabolism
54577	UGT1A7	hsa00860	Porphyrin and chlorophyll metabolism
54577	UGT1A7	hsa00980	Metabolism of xenobiotics by cytochrome P450
54577	UGT1A7	hsa00982	Drug metabolism - cytochrome P450
54577	UGT1A7	hsa00983	Drug metabolism - other enzymes
54577	UGT1A7	hsa01100	Metabolic pathways
54577	UGT1A7	hsa05204	Chemical carcinogenesis
54578	UGT1A6	hsa00040	Pentose and glucuronate interconversions
54578	UGT1A6	hsa00053	Ascorbate and aldarate metabolism
54578	UGT1A6	hsa00140	Steroid hormone biosynthesis
54578	UGT1A6	hsa00830	Retinol metabolism
54578	UGT1A6	hsa00860	Porphyrin and chlorophyll metabolism
54578	UGT1A6	hsa00980	Metabolism of xenobiotics by cytochrome P450
54578	UGT1A6	hsa00982	Drug metabolism - cytochrome P450
54578	UGT1A6	hsa00983	Drug metabolism - other enzymes
54578	UGT1A6	hsa01100	Metabolic pathways
54578	UGT1A6	hsa05204	Chemical carcinogenesis
54579	UGT1A5	hsa00040	Pentose and glucuronate interconversions
54579	UGT1A5	hsa00053	Ascorbate and aldarate metabolism
54579	UGT1A5	hsa00140	Steroid hormone biosynthesis
54579	UGT1A5	hsa00830	Retinol metabolism
54579	UGT1A5	hsa00860	Porphyrin and chlorophyll metabolism
54579	UGT1A5	hsa00980	Metabolism of xenobiotics by cytochrome P450
54579	UGT1A5	hsa00982	Drug metabolism - cytochrome P450
54579	UGT1A5	hsa00983	Drug metabolism - other enzymes
54579	UGT1A5	hsa01100	Metabolic pathways
54579	UGT1A5	hsa05204	Chemical carcinogenesis
54600	UGT1A9	hsa00040	Pentose and glucuronate interconversions
54600	UGT1A9	hsa00053	Ascorbate and aldarate metabolism
54600	UGT1A9	hsa00140	Steroid hormone biosynthesis
54600	UGT1A9	hsa00830	Retinol metabolism
54600	UGT1A9	hsa00860	Porphyrin and chlorophyll metabolism
54600	UGT1A9	hsa00980	Metabolism of xenobiotics by cytochrome P450
54600	UGT1A9	hsa00982	Drug metabolism - cytochrome P450
54600	UGT1A9	hsa00983	Drug metabolism - other enzymes
54600	UGT1A9	hsa01100	Metabolic pathways
54600	UGT1A9	hsa05204	Chemical carcinogenesis
54657	UGT1A4	hsa00040	Pentose and glucuronate interconversions
54657	UGT1A4	hsa00053	Ascorbate and aldarate metabolism
54657	UGT1A4	hsa00140	Steroid hormone biosynthesis
54657	UGT1A4	hsa00830	Retinol metabolism
54657	UGT1A4	hsa00860	Porphyrin and chlorophyll metabolism
54657	UGT1A4	hsa00980	Metabolism of xenobiotics by cytochrome P450
54657	UGT1A4	hsa00982	Drug metabolism - cytochrome P450
54657	UGT1A4	hsa00983	Drug metabolism - other enzymes
54657	UGT1A4	hsa01100	Metabolic pathways
54657	UGT1A4	hsa05204	Chemical carcinogenesis
54658	UGT1A1	hsa00040	Pentose and glucuronate interconversions
54658	UGT1A1	hsa00053	Ascorbate and aldarate metabolism
54658	UGT1A1	hsa00140	Steroid hormone biosynthesis
54658	UGT1A1	hsa00830	Retinol metabolism
54658	UGT1A1	hsa00860	Porphyrin and chlorophyll metabolism
54658	UGT1A1	hsa00980	Metabolism of xenobiotics by cytochrome P450
54658	UGT1A1	hsa00982	Drug metabolism - cytochrome P450
54658	UGT1A1	hsa00983	Drug metabolism - other enzymes
54658	UGT1A1	hsa01100	Metabolic pathways
54658	UGT1A1	hsa05204	Chemical carcinogenesis
54659	UGT1A3	hsa00040	Pentose and glucuronate interconversions
54659	UGT1A3	hsa00053	Ascorbate and aldarate metabolism
54659	UGT1A3	hsa00140	Steroid hormone biosynthesis
54659	UGT1A3	hsa00830	Retinol metabolism
54659	UGT1A3	hsa00860	Porphyrin and chlorophyll metabolism
54659	UGT1A3	hsa00980	Metabolism of xenobiotics by cytochrome P450
54659	UGT1A3	hsa00982	Drug metabolism - cytochrome P450
54659	UGT1A3	hsa00983	Drug metabolism - other enzymes
54659	UGT1A3	hsa01100	Metabolic pathways
54659	UGT1A3	hsa05204	Chemical carcinogenesis
57016	AKR1B10	hsa00040	Pentose and glucuronate interconversions
57016	AKR1B10	hsa00051	Fructose and mannose metabolism
57016	AKR1B10	hsa00052	Galactose metabolism
57016	AKR1B10	hsa00561	Glycerolipid metabolism
57016	AKR1B10	hsa00790	Folate biosynthesis
57016	AKR1B10	hsa01100	Metabolic pathways
574537	UGT2A2	hsa00040	Pentose and glucuronate interconversions
574537	UGT2A2	hsa00053	Ascorbate and aldarate metabolism
574537	UGT2A2	hsa00140	Steroid hormone biosynthesis
574537	UGT2A2	hsa00830	Retinol metabolism
574537	UGT2A2	hsa00860	Porphyrin and chlorophyll metabolism
574537	UGT2A2	hsa00980	Metabolism of xenobiotics by cytochrome P450
574537	UGT2A2	hsa00982	Drug metabolism - cytochrome P450
574537	UGT2A2	hsa00983	Drug metabolism - other enzymes
574537	UGT2A2	hsa01100	Metabolic pathways
574537	UGT2A2	hsa05204	Chemical carcinogenesis
6652	SORD	hsa00040	Pentose and glucuronate interconversions
6652	SORD	hsa00051	Fructose and mannose metabolism
6652	SORD	hsa01100	Metabolic pathways
729920	CRPPA	hsa00040	Pentose and glucuronate interconversions
729920	CRPPA	hsa00515	Mannose type O-glycan biosynthesis
729920	CRPPA	hsa01100	Metabolic pathways
7358	UGDH	hsa00040	Pentose and glucuronate interconversions
7358	UGDH	hsa00053	Ascorbate and aldarate metabolism
7358	UGDH	hsa00520	Amino sugar and nucleotide sugar metabolism
7358	UGDH	hsa01100	Metabolic pathways
7360	UGP2	hsa00040	Pentose and glucuronate interconversions
7360	UGP2	hsa00052	Galactose metabolism
7360	UGP2	hsa00500	Starch and sucrose metabolism
7360	UGP2	hsa00520	Amino sugar and nucleotide sugar metabolism
7360	UGP2	hsa01100	Metabolic pathways
7363	UGT2B4	hsa00040	Pentose and glucuronate interconversions
7363	UGT2B4	hsa00053	Ascorbate and aldarate metabolism
7363	UGT2B4	hsa00140	Steroid hormone biosynthesis
7363	UGT2B4	hsa00830	Retinol metabolism
7363	UGT2B4	hsa00860	Porphyrin and chlorophyll metabolism
7363	UGT2B4	hsa00980	Metabolism of xenobiotics by cytochrome P450
7363	UGT2B4	hsa00982	Drug metabolism - cytochrome P450
7363	UGT2B4	hsa00983	Drug metabolism - other enzymes
7363	UGT2B4	hsa01100	Metabolic pathways
7363	UGT2B4	hsa04976	Bile secretion
7363	UGT2B4	hsa05204	Chemical carcinogenesis
7364	UGT2B7	hsa00040	Pentose and glucuronate interconversions
7364	UGT2B7	hsa00053	Ascorbate and aldarate metabolism
